address,town_name,province_name,source_id,type_of_water_source,results
"56 Fisi Nkrumah Street",Rural,Akatsi,AkRu06864224,shared_tap,NULL
"56 Fisi Nkrumah Street",Rural,Akatsi,AkRu06864224,shared_tap,NULL
"56 Fisi Nkrumah Street",Rural,Akatsi,AkRu06864224,shared_tap,NULL
"56 Fisi Nkrumah Street",Rural,Akatsi,AkRu06864224,shared_tap,NULL
"126 Fisi Nkrumah Street",Rural,Akatsi,AkRu06865224,well,Clean
"193 Fisi Nkrumah Street",Rural,Akatsi,AkRu06866224,well,"Contaminated: Chemical"
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"156 Fisi Nkrumah Street",Rural,Akatsi,AkRu06867224,shared_tap,NULL
"42 Fisi Nkrumah Street",Rural,Akatsi,AkRu06868224,well,"Contaminated: Chemical"
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"200 Fisi Nkrumah Street",Rural,Akatsi,AkRu06869224,shared_tap,NULL
"19 Fisi Nkrumah Street",Rural,Akatsi,AkRu06870224,shared_tap,NULL
"199 Fisi Nkrumah Street",Rural,Akatsi,AkRu06871224,well,"Contaminated: Chemical"
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"70 Fisi Nkrumah Street",Rural,Akatsi,AkRu06872224,shared_tap,NULL
"184 Fisi Nkrumah Street",Rural,Akatsi,AkRu06873224,well,"Contaminated: Chemical"
"163 Fisi Nkrumah Street",Rural,Akatsi,AkRu06874224,shared_tap,NULL
"180 Fisi Nkrumah Street",Rural,Akatsi,AkRu06875224,well,"Contaminated: Chemical"
"31 Fisi Nkrumah Street",Rural,Akatsi,AkRu06876224,well,"Contaminated: Chemical"
"9 Fisi Nkrumah Street",Rural,Akatsi,AkRu06877224,well,"Contaminated: Chemical"
"54 Fisi Nkrumah Street",Rural,Akatsi,AkRu06878224,well,"Contaminated: Chemical"
"80 Fisi Nkrumah Street",Rural,Akatsi,AkRu06879224,well,"Contaminated: Chemical"
"198 Fisi Nkrumah Street",Rural,Akatsi,AkRu06880224,tap_in_home,NULL
"154 Fisi Nkrumah Street",Rural,Akatsi,AkRu06881224,well,Clean
"104 Fisi Nkrumah Street",Rural,Akatsi,AkRu06882224,well,"Contaminated: Chemical"
"137 Fisi Nkrumah Street",Rural,Akatsi,AkRu06883224,tap_in_home_broken,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"150 Fisi Nkrumah Street",Rural,Akatsi,AkRu06884224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"47 Fisi Nkrumah Street",Rural,Akatsi,AkRu06885224,shared_tap,NULL
"30 Fisi Nkrumah Street",Rural,Akatsi,AkRu06886224,well,"Contaminated: Biological"
"2 Fisi Nkrumah Street",Rural,Akatsi,AkRu06887224,well,Clean
"13 Fisi Nkrumah Street",Rural,Akatsi,AkRu06888224,well,Clean
"85 Fisi Nkrumah Street",Rural,Akatsi,AkRu06889224,well,Clean
"8 Fisi Nkrumah Street",Rural,Akatsi,AkRu06890224,shared_tap,NULL
"94 Fisi Nkrumah Street",Rural,Akatsi,AkRu06891224,well,"Contaminated: Chemical"
"11 Fisi Nkrumah Street",Rural,Akatsi,AkRu06892224,well,"Contaminated: Chemical"
"57 Fisi Nkrumah Street",Rural,Akatsi,AkRu06893224,tap_in_home,NULL
"107 Fisi Nkrumah Street",Rural,Akatsi,AkRu06894224,well,"Contaminated: Biological"
"186 Fisi Nkrumah Street",Rural,Akatsi,AkRu06895224,well,Clean
"169 Fisi Nkrumah Street",Rural,Akatsi,AkRu06896224,well,"Contaminated: Chemical"
"157 Fisi Nkrumah Street",Rural,Akatsi,AkRu06897224,well,"Contaminated: Biological"
"106 Fisi Nkrumah Street",Rural,Akatsi,AkRu06898224,well,"Contaminated: Chemical"
"14 Fisi Nkrumah Street",Rural,Akatsi,AkRu06899224,tap_in_home,NULL
"75 Fisi Nkrumah Street",Rural,Akatsi,AkRu06900224,tap_in_home,NULL
"170 Fisi Nkrumah Street",Rural,Akatsi,AkRu06901224,well,Clean
"78 Fisi Nkrumah Street",Rural,Akatsi,AkRu06902224,tap_in_home_broken,NULL
"129 Fisi Nkrumah Street",Rural,Akatsi,AkRu06903224,shared_tap,NULL
"61 Fisi Nkrumah Street",Rural,Akatsi,AkRu06904224,well,"Contaminated: Biological"
"76 Fisi Nkrumah Street",Rural,Akatsi,AkRu06905224,tap_in_home,NULL
"183 Fisi Nkrumah Street",Rural,Akatsi,AkRu06906224,well,"Contaminated: Chemical"
"69 Fisi Nkrumah Street",Rural,Akatsi,AkRu06907224,shared_tap,NULL
"29 Fisi Nkrumah Street",Rural,Akatsi,AkRu06908224,well,Clean
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"92 Fisi Nkrumah Street",Rural,Akatsi,AkRu06909224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"7 Fisi Nkrumah Street",Rural,Akatsi,AkRu06910224,shared_tap,NULL
"21 Fisi Nkrumah Street",Rural,Akatsi,AkRu06911224,well,Clean
"132 Fisi Nkrumah Street",Rural,Akatsi,AkRu06912224,well,"Contaminated: Chemical"
"5 Fisi Nkrumah Street",Rural,Akatsi,AkRu06913224,well,"Contaminated: Chemical"
"55 Fisi Nkrumah Street",Rural,Akatsi,AkRu06914224,tap_in_home,NULL
"81 Fisi Nkrumah Street",Rural,Akatsi,AkRu06915224,tap_in_home_broken,NULL
"97 Fisi Nkrumah Street",Rural,Akatsi,AkRu06916224,well,Clean
"34 Fisi Nkrumah Street",Rural,Akatsi,AkRu06917224,well,"Contaminated: Chemical"
"177 Fisi Nkrumah Street",Rural,Akatsi,AkRu06918224,well,"Contaminated: Chemical"
"144 Fisi Nkrumah Street",Rural,Akatsi,AkRu06919224,well,"Contaminated: Chemical"
"68 Fisi Nkrumah Street",Rural,Akatsi,AkRu06920224,well,"Contaminated: Chemical"
"188 Fisi Nkrumah Street",Rural,Akatsi,AkRu06921224,well,"Contaminated: Chemical"
"111 Fisi Nkrumah Street",Rural,Akatsi,AkRu06922224,well,"Contaminated: Chemical"
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"161 Fisi Nkrumah Street",Rural,Akatsi,AkRu06923224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"24 Fisi Nkrumah Street",Rural,Akatsi,AkRu06924224,shared_tap,NULL
"147 Fisi Nkrumah Street",Rural,Akatsi,AkRu06925224,well,"Contaminated: Chemical"
"17 Fisi Nkrumah Street",Rural,Akatsi,AkRu06926224,tap_in_home_broken,NULL
"118 Fisi Nkrumah Street",Rural,Akatsi,AkRu06927224,tap_in_home,NULL
"43 Fisi Nkrumah Street",Rural,Akatsi,AkRu06928224,well,"Contaminated: Chemical"
"74 Fisi Nkrumah Street",Rural,Akatsi,AkRu06929224,well,Clean
"151 Fisi Nkrumah Street",Rural,Akatsi,AkRu06930224,shared_tap,NULL
"12 Fisi Nkrumah Street",Rural,Akatsi,AkRu06931224,well,"Contaminated: Chemical"
"187 Fisi Nkrumah Street",Rural,Akatsi,AkRu06932224,well,"Contaminated: Chemical"
"105 Fisi Nkrumah Street",Rural,Akatsi,AkRu06933224,well,Clean
"165 Fisi Nkrumah Street",Rural,Akatsi,AkRu06934224,tap_in_home_broken,NULL
"194 Fisi Nkrumah Street",Rural,Akatsi,AkRu06935224,river,NULL
"33 Fisi Nkrumah Street",Rural,Akatsi,AkRu06936224,well,"Contaminated: Chemical"
"6 Fisi Nkrumah Street",Rural,Akatsi,AkRu06937224,shared_tap,NULL
"172 Fisi Nkrumah Street",Rural,Akatsi,AkRu06938224,well,"Contaminated: Chemical"
"35 Fisi Nkrumah Street",Rural,Akatsi,AkRu06939224,well,Clean
"145 Fisi Nkrumah Street",Rural,Akatsi,AkRu06940224,well,"Contaminated: Chemical"
"119 Fisi Nkrumah Street",Rural,Akatsi,AkRu06941224,tap_in_home_broken,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"72 Fisi Nkrumah Street",Rural,Akatsi,AkRu06942224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"38 Fisi Nkrumah Street",Rural,Akatsi,AkRu06943224,shared_tap,NULL
"197 Fisi Nkrumah Street",Rural,Akatsi,AkRu06944224,well,"Contaminated: Chemical"
"117 Fisi Nkrumah Street",Rural,Akatsi,AkRu06945224,well,"Contaminated: Chemical"
"41 Fisi Nkrumah Street",Rural,Akatsi,AkRu06946224,well,"Contaminated: Chemical"
"52 Fisi Nkrumah Street",Rural,Akatsi,AkRu06947224,well,Clean
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"60 Fisi Nkrumah Street",Rural,Akatsi,AkRu06948224,shared_tap,NULL
"10 Fisi Nkrumah Street",Rural,Akatsi,AkRu06949224,well,"Contaminated: Chemical"
"189 Fisi Nkrumah Street",Rural,Akatsi,AkRu06950224,well,"Contaminated: Chemical"
"95 Fisi Nkrumah Street",Rural,Akatsi,AkRu06951224,well,Clean
"178 Fisi Nkrumah Street",Rural,Akatsi,AkRu06952224,well,"Contaminated: Chemical"
"73 Fisi Nkrumah Street",Rural,Akatsi,AkRu06953224,river,NULL
"149 Fisi Nkrumah Street",Rural,Akatsi,AkRu06954224,well,"Contaminated: Chemical"
"121 Fisi Nkrumah Street",Rural,Akatsi,AkRu06955224,well,"Contaminated: Chemical"
"138 Fisi Nkrumah Street",Rural,Akatsi,AkRu06956224,well,Clean
"36 Fisi Nkrumah Street",Rural,Akatsi,AkRu06957224,well,"Contaminated: Biological"
"102 Fisi Nkrumah Street",Rural,Akatsi,AkRu06958224,tap_in_home_broken,NULL
"133 Fisi Nkrumah Street",Rural,Akatsi,AkRu06959224,shared_tap,NULL
"89 Fisi Nkrumah Street",Rural,Akatsi,AkRu06960224,shared_tap,NULL
"28 Fisi Nkrumah Street",Rural,Akatsi,AkRu06961224,tap_in_home,NULL
"103 Fisi Nkrumah Street",Rural,Akatsi,AkRu06962224,well,Clean
"88 Fisi Nkrumah Street",Rural,Akatsi,AkRu06963224,tap_in_home_broken,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"120 Fisi Nkrumah Street",Rural,Akatsi,AkRu06964224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"136 Fisi Nkrumah Street",Rural,Akatsi,AkRu06965224,shared_tap,NULL
"130 Fisi Nkrumah Street",Rural,Akatsi,AkRu06966224,well,Clean
"99 Fisi Nkrumah Street",Rural,Akatsi,AkRu06967224,well,"Contaminated: Chemical"
"115 Fisi Nkrumah Street",Rural,Akatsi,AkRu06968224,well,Clean
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"140 Fisi Nkrumah Street",Rural,Akatsi,AkRu06969224,shared_tap,NULL
"181 Fisi Nkrumah Street",Rural,Akatsi,AkRu06970224,shared_tap,NULL
"109 Fisi Nkrumah Street",Rural,Akatsi,AkRu06971224,tap_in_home,NULL
"32 Fisi Nkrumah Street",Rural,Akatsi,AkRu06972224,well,"Contaminated: Chemical"
"135 Fisi Nkrumah Street",Rural,Akatsi,AkRu06973224,shared_tap,NULL
"174 Fisi Nkrumah Street",Rural,Akatsi,AkRu06974224,tap_in_home,NULL
"82 Fisi Nkrumah Street",Rural,Akatsi,AkRu06975224,well,"Contaminated: Chemical"
"62 Fisi Nkrumah Street",Rural,Akatsi,AkRu06976224,well,"Contaminated: Chemical"
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"116 Fisi Nkrumah Street",Rural,Akatsi,AkRu06977224,shared_tap,NULL
"143 Fisi Nkrumah Street",Rural,Akatsi,AkRu06978224,shared_tap,NULL
"77 Fisi Nkrumah Street",Rural,Akatsi,AkRu06979224,tap_in_home,NULL
"93 Fisi Nkrumah Street",Rural,Akatsi,AkRu06980224,well,"Contaminated: Chemical"
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"27 Fisi Nkrumah Street",Rural,Akatsi,AkRu06981224,shared_tap,NULL
"58 Fisi Nkrumah Street",Rural,Akatsi,AkRu06982224,tap_in_home_broken,NULL
"175 Fisi Nkrumah Street",Rural,Akatsi,AkRu06983224,well,Clean
"90 Fisi Nkrumah Street",Rural,Akatsi,AkRu06984224,well,"Contaminated: Chemical"
"196 Fisi Nkrumah Street",Rural,Akatsi,AkRu06985224,well,Clean
"159 Fisi Nkrumah Street",Rural,Akatsi,AkRu06986224,tap_in_home,NULL
"191 Fisi Nkrumah Street",Rural,Akatsi,AkRu06987224,well,Clean
"59 Fisi Nkrumah Street",Rural,Akatsi,AkRu06988224,river,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"48 Fisi Nkrumah Street",Rural,Akatsi,AkRu06989224,shared_tap,NULL
"158 Fisi Nkrumah Street",Rural,Akatsi,AkRu06990224,well,"Contaminated: Chemical"
"141 Fisi Nkrumah Street",Rural,Akatsi,AkRu06991224,well,"Contaminated: Chemical"
"63 Fisi Nkrumah Street",Rural,Akatsi,AkRu06992224,well,"Contaminated: Biological"
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"110 Fisi Nkrumah Street",Rural,Akatsi,AkRu06993224,shared_tap,NULL
"40 Fisi Nkrumah Street",Rural,Akatsi,AkRu06994224,well,"Contaminated: Biological"
"39 Fisi Nkrumah Street",Rural,Akatsi,AkRu06995224,tap_in_home_broken,NULL
"134 Fisi Nkrumah Street",Rural,Akatsi,AkRu06996224,well,"Contaminated: Chemical"
"162 Fisi Nkrumah Street",Rural,Akatsi,AkRu06997224,well,Clean
"176 Fisi Nkrumah Street",Rural,Akatsi,AkRu06998224,well,Clean
"139 Fisi Nkrumah Street",Rural,Akatsi,AkRu06999224,well,"Contaminated: Chemical"
"3 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07000224,well,Clean
"1 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07001224,shared_tap,NULL
"31 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07002224,well,"Contaminated: Chemical"
"20 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07003224,well,Clean
"45 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07004224,well,"Contaminated: Biological"
"18 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07005224,well,"Contaminated: Chemical"
"19 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07006224,well,Clean
"4 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07007224,well,Clean
"38 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07008224,well,"Contaminated: Chemical"
"44 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07009224,shared_tap,NULL
"15 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07010224,well,Clean
"28 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07011224,shared_tap,NULL
"41 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07012224,tap_in_home,NULL
"8 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07013224,well,Clean
"9 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07014224,well,"Contaminated: Chemical"
"21 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07015224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"16 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07016224,shared_tap,NULL
"47 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07017224,shared_tap,NULL
"46 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07018224,well,Clean
"5 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07019224,river,NULL
"24 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07020224,well,"Contaminated: Chemical"
"12 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07021224,tap_in_home_broken,NULL
"2 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07022224,well,Clean
"50 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07023224,well,Clean
"35 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07024224,tap_in_home_broken,NULL
"13 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07025224,tap_in_home,NULL
"42 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07026224,tap_in_home_broken,NULL
"17 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07027224,shared_tap,NULL
"36 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07028224,well,"Contaminated: Chemical"
"23 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07029224,well,"Contaminated: Chemical"
"40 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07030224,shared_tap,NULL
"40 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07030224,shared_tap,NULL
