Project_id,source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
5411,HaRu19991224,"6 Milima Kali Street",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5412,KiRu26605224,"7 Gaborone Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5413,SoRu35765224,"141 Mombasa Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5414,SoRu39237224,"28 Hugh Masekela Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5415,SoKo33246224,"5 Njovu Biko Drive",Kofi,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5416,AmRu15859224,"21 African Queen Road",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5417,HaRu20057224,"112 Milima Kali Street",Rural,Hawassa,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5418,SoRu39348224,"55 Isicathamiya Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5419,KiMr24973224,"26 Mlima Wa Matumaini Street",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5420,KiIs24223224,"103 Kiboko Senghor Road",Isiqalo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5421,KiRu28342224,"172 Kipepeo Johnson Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5422,SoRu39374224,"1 Isicathamiya Avenue",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5423,SoRu39094224,"59 Youssou N'Dour Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5424,SoRu38559224,"23 Mlima Wa Ufalme Avenue",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5425,KiMr24992224,"36 Ziwa La Tumaini Drive",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5426,AmRu13457224,"45 Casablanca Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5427,KiIs23505224,"18 Langata Road",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5428,AmRu14474224,"1 Jomo Kenyatta Boulevard",Rural,Amanzi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5429,AkHa00510224,"13 Ukingo Mkuu Drive",Harare,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5430,AmRu14134224,"52 Zinjathropus Street",Rural,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5431,HaRu20038224,"73 Milima Kali Street",Rural,Hawassa,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
5432,AkRu05407224,"99 Wole Soyinka Street",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5433,KiRu28631224,"99 Bahari Nzuri Street",Rural,Kilimani,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5434,SoRu38466224,"25 Pwani Ya Joto Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5435,HaDj16810224,"7 Nairobi Drive",Djenne,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5436,AmRu15537224,"192 Jerusalema Lane",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5437,AmRu13281224,"180 Hurghada Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5438,SoMa34564224,"85 Thomas Mapfumo Road",Marang,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5439,KiZu31187224,"62 Conakry Street",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5440,AkRu04454224,"55 Antananarivo Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5441,HaRu19456224,"66 Mnyama Dangote Road",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5442,HaRu20491224,"190 Gbenga Adeyinka Street",Rural,Hawassa,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5443,SoRu38310224,"93 Mto Wa Uzima Street",Rural,Sokoto,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5444,HaRu19160224,"44 Miriam Makeba Drive",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5445,AmAm09622224,"48 Lumumba Lane",Amina,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
5446,KiRu29420224,"129 Bahari Nyeupe Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5447,HaRu17184224,"23 Marrakech Terrace",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5448,KiRu27244224,"1 Maseru Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5449,SoRu36266224,"140 Casablanca Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5450,HaRu17762224,"126 Tunis Road",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5451,KiRu27894224,"62 Nyerere Ndovu Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5452,SoRu37867224,"102 Paka Dangote Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5453,KiRu29224224,"3 Bahari Ya Faraja Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5454,HaRu17131224,"167 Twiga Lane",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5455,KiZu30917224,"176 Yaounde Street",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
5456,AkRu03266224,"174 Savanna Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5457,HaYa21618224,"23 Djembe Drive",Yaounde,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5458,KiRu26061224,"25 Nyerere Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5459,KiZu31151224,"141 Conakry Street",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
5460,AmAb09016224,"61 Kinshasa Road",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5461,KiMr24269224,"70 Sokoto Avenue",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5462,AkRu08249224,"128 Freedom Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5463,AmAb09050224,"34 Kinshasa Road",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5464,HaRu19086224,"32 Winnie Mandela Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5465,AmRu15439224,"78 Jerusalema Lane",Rural,Amanzi,river,"Drill well",Backlog,NULL,NULL
5466,KiZu30720224,"27 Banjul Street",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5467,HaDe16541224,"128 Yvonne Chaka Road",Deka,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5468,AmAs10043224,"123 Tembo Road",Asmara,Amanzi,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
5469,AkRu05978224,"115 Mbeki Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5470,HaRu17369224,"191 Rhodes Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5471,AmAb09316224,"18 N'dour Avenue",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5472,AkLu01778224,"41 Lilongwe Street",Lusaka,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5473,AkHa00502224,"30 Ukingo Mkuu Drive",Harare,Akatsi,river,"Drill well",Backlog,NULL,NULL
5474,HaRu19815224,"136 Chanzo Cha Furaha Road",Rural,Hawassa,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5475,AkRu08149224,"12 Pwani Ya Utukufu Road",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
5476,KiRu30154224,"52 Burna Boy Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5477,HaYa21412224,"134 Okapi Road",Yaounde,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5478,AmAm09593224,"22 Lumumba Lane",Amina,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5479,KiRu30198224,"57 Burna Boy Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5480,HaRu17110224,"147 Twiga Lane",Rural,Hawassa,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
5481,HaRu17410224,"92 Rhodes Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5482,AkRu08478224,"173 African Skies Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5483,SoRu38447224,"40 Pwani Ya Joto Road",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5484,AkRu06699224,"21 Mbuni Nyerere Avenue",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5485,HaRu19133224,"42 Miriam Makeba Drive",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5486,SoRu38016224,"96 Paka Dangote Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5487,SoRu39642224,"158 Angelique Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5488,HaRu20255224,"30 Malaika Drive",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5489,HaDe16415224,"83 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5490,AmRu14384224,"22 Leakey Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5491,HaAm16087224,"188 Garang Street",Amina,Hawassa,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5492,AkRu08920224,"122 Ladysmith Black Street",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
5493,KiRu26258224,"143 Kimathi Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5494,HaSe21349224,"132 Afro Beat Road",Serowe,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5495,KiRu25651224,"49 Acacia Lane",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5496,SoRu35394224,"80 Nile Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5497,AmBe11153224,"157 Mbuzi Mbeki Street",Bello,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
5498,KiMr25117224,"113 Afrobeats Street",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5499,KiRu30166224,"163 Burna Boy Street",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5500,AmRu14531224,"14 Desmond Tutu Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5501,KiRu30051224,"114 Burna Boy Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5502,KiRu28033224,"99 Duma Leakey Road",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5503,AkRu06520224,"14 Popo Kamuzu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5504,SoRu37002224,"140 Ellen Johnson Sirleaf Street",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5505,AkRu04957224,"42 Bissau Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5506,SoRu39616224,"126 Angelique Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5507,KiRu25972224,"20 Timbuktu Run",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5508,AkLu02523224,"20 Papa Wemba Road",Lusaka,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5509,HaRu19772224,"89 Chanzo Cha Furaha Road",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5510,SoRu38331224,"39 Mlima Wa Uzuri Avenue",Rural,Sokoto,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
5511,AmAs10230224,"36 Dakar Drive",Asmara,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5512,SoRu37962224,"191 Paka Dangote Street",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5513,SoKo33156224,"23 Biko Avenue",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5514,SoCh32068224,"145 Lusaka Road",Cheche,Sokoto,river,"Drill well",Backlog,NULL,NULL
5515,KiHa22827224,"117 Tripoli Street",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5516,KiRu27757224,"128 Desmond Tutu Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5517,AkRu03389224,"12 Savanna Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5518,KiHa22926224,"79 Bujumbura Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5519,KiRu28474224,"13 Sungura Amanpour Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5520,KiRu25444224,"36 Uhuru Square",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5521,SoRu35477224,"83 Monrovia Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5522,AmRu13746224,"7 Luanda Avenue",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5523,SoMa34389224,"35 Drogba Drive",Marang,Sokoto,river,"Drill well",Backlog,NULL,NULL
5524,HaRu18252224,"56 Abuja Avenue",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5525,AmRu15245224,"32 Mawimbi Maji Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5526,AkKi01388224,"129 Zambezi Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5527,SoRu39246224,"33 Hugh Masekela Avenue",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5528,HaRu20383224,"191 Johnny Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5529,AkRu07176224,"115 Simba Tutu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5530,AkHa00612224,"61 Yvonne Chaka Street",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5531,SoKo33088224,"4 Akili Parkway",Kofi,Sokoto,river,"Drill well",Backlog,NULL,NULL
5532,KiRu28521224,"124 Sungura Amanpour Road",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5533,AkRu04744224,"78 Giza Street",Rural,Akatsi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
5534,AkLu01691224,"73 Mogadishu Road",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5535,KiMr24977224,"57 Mlima Wa Matumaini Street",Mrembo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5536,KiIs24180224,"29 Kiboko Senghor Road",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5537,AkRu04628224,"27 Marrakech Avenue",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5538,SoRu37906224,"93 Paka Dangote Street",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5539,SoBa31508224,"187 Kwame Nkrumah Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
5540,KiRu26928224,"58 Zanzibar Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5541,AkRu05077224,"194 Bissau Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5542,KiAm22298224,"52 Nguvu Tutu Street",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5543,AmRu15750224,"89 African Queen Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5544,AmAb09214224,"6 Patrice Lumumba Drive",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5545,SoRu34927224,"1 Serpent Rise",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5546,AkRu08343224,"61 Freedom Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5547,KiZu30736224,"41 Banjul Street",Zuri,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5548,HaRu19370224,"53 Twiga Lumumba Boulevard",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5549,AmBe11108224,"157 Achebe Street",Bello,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5550,AkRu08441224,"125 African Skies Street",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5551,AmDa11779224,"44 Punda Nyerere Drive",Dahabu,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
5552,KiHa23445224,"44 Ladysmith Drive",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5553,KiHa23156224,"37 Port Said Street",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5554,KiRu28813224,"193 Bahari Nzuri Street",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5555,AkRu03019224,"6 Dakar Crescent",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
5556,AmRu12901224,"3 Ostrich Run",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5557,AkLu02001224,"46 Kumasi Street",Lusaka,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5558,AmAb09235224,"43 Fela Kuti Drive",Abidjan,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5559,HaAm16058224,"75 Garang Street",Amina,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5560,SoRu38977224,"143 Asimbonanga Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5561,SoRu37575224,"55 Panya Zinjathropus Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5562,SoRu39137224,"68 Youssou N'Dour Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5563,AkLu02262224,"147 Okonjo-Iweala Street",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5564,AmPw12712224,"116 Lagos Street",Pwani,Amanzi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
5565,AkLu01893224,"86 Lilongwe Street",Lusaka,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5566,HaRu19172224,"80 Kiboko Nkrumah Lane",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5567,HaRu18864224,"3 Zuma Avenue",Rural,Hawassa,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5568,AkRu02938224,"24 Sahara Terrace",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5569,HaRu19504224,"39 Mnyama Dangote Road",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
5570,HaAm16012224,"72 Garang Street",Amina,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5571,SoRu39182224,"140 Youssou N'Dour Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5572,HaAm16113224,"50 Kifaru Lumumba Road",Amina,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5573,AkRu03460224,"28 Baobab Court",Rural,Akatsi,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5574,SoRu37571224,"9 Panya Zinjathropus Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5575,SoRu38072224,"59 Njia Ya Mlima Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5576,KiRu30354224,"21 Kinshasa Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5577,AmRu15355224,"67 Ziwa La Machweo Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5578,AkRu04166224,"88 Victoria Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
5579,SoBa31727224,"37 Chura Usman Street",Bahari,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5580,KiRu28739224,"78 Bahari Nzuri Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5581,SoRu35691224,"32 Moroni Avenue",Rural,Sokoto,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
5582,KiAm22005224,"38 Lome Street",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5583,SoRu37481224,"118 Soko Soyinka Road",Rural,Sokoto,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
5584,SoRu38556224,"41 Mlima Wa Ufalme Avenue",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
5585,SoRu38058224,"68 Paka Dangote Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5586,SoRu36383224,"98 Nkrumah Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5587,KiRu26153224,"40 Nyerere Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5588,SoRu35638224,"155 Monrovia Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5589,KiZu31236224,"190 Conakry Street",Zuri,Kilimani,river,"Drill well",Backlog,NULL,NULL
5590,AkKi00814224,"8 Port Harcourt Boulevard",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5591,AmRu14548224,"42 Desmond Tutu Road",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5592,AkKi01352224,"117 Zambezi Street",Kintampo,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5593,SoRu36352224,"73 Nkrumah Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5594,KiIs24082224,"14 Jengo Khama Avenue",Isiqalo,Kilimani,river,"Drill well",Backlog,NULL,NULL
5595,HaRu17322224,"34 Tahrir Square",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5596,KiRu28583224,"45 Ndege Khama Drive",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
5597,AmRu13320224,"7 Lusaka Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5598,KiAm22297224,"138 Nguvu Tutu Street",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5599,KiMr24332224,"58 Pretoria Avenue",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5600,SoRu38350224,"38 Mlima Wa Uzuri Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
5601,AmDa11878224,"41 Nyoka Achebe Street",Dahabu,Amanzi,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
5602,AmAm09829224,"149 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5603,KiRu29549224,"108 Bahari Nyeupe Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5604,HaRu18136224,"17 Djibouti Drive",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5605,KiMr24676224,"9 Kob Maathai Road",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
5606,SoIl32340224,"9 Rift Valley Rise",Ilanga,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
5607,AkHa00767224,"16 Mbube Avenue",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
5608,SoRu38601224,"60 Mlima Wa Ufalme Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
5609,KiRu30263224,"29 Afro Blue Drive",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
5610,AkHa00021224,"57 Addis Ababa Road",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
5611,HaRu17186224,"14 Marrakech Terrace",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
5612,AmDa11390224,"116 Johannesburg Street",Dahabu,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
