type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
tap_in_home_broken,Asmara,Amanzi,Urban,466,0,NULL
shared_tap,Rural,Akatsi,Rural,3318,240,NULL
shared_tap,Rural,Akatsi,Rural,3526,30,NULL
tap_in_home_broken,Rural,Kilimani,Rural,740,0,NULL
shared_tap,Rural,Sokoto,Rural,2956,237,NULL
well,Rural,Sokoto,Rural,366,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Akatsi,Rural,866,0,NULL
river,Zuri,Kilimani,Urban,434,21,NULL
well,Djenne,Hawassa,Urban,280,0,"Contaminated: Chemical"
tap_in_home_broken,Amara,Kilimani,Urban,934,0,NULL
shared_tap,Rural,Hawassa,Rural,2648,28,NULL
well,Rural,Akatsi,Rural,286,0,Clean
well,Rural,Akatsi,Rural,178,0,Clean
well,Mrembo,Kilimani,Urban,286,0,Clean
shared_tap,Majengo,Sokoto,Urban,2150,178,NULL
shared_tap,Rural,Akatsi,Rural,402,52,NULL
well,Rural,Hawassa,Rural,296,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,562,0,NULL
shared_tap,Rural,Sokoto,Rural,2794,225,NULL
tap_in_home_broken,Rural,Akatsi,Rural,528,0,NULL
tap_in_home_broken,Rural,Hawassa,Rural,864,0,NULL
river,Rural,Sokoto,Rural,714,19,NULL
well,Rural,Sokoto,Rural,286,0,"Contaminated: Biological"
tap_in_home_broken,Kintampo,Akatsi,Urban,320,0,NULL
tap_in_home_broken,Zuri,Kilimani,Urban,726,0,NULL
tap_in_home,Cheche,Sokoto,Urban,750,0,NULL
shared_tap,Abidjan,Amanzi,Urban,2098,25,NULL
well,Rural,Akatsi,Rural,256,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,230,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,3182,240,NULL
tap_in_home,Cheche,Sokoto,Urban,602,0,NULL
well,Rural,Kilimani,Rural,266,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,902,88,NULL
well,Harare,Kilimani,Urban,386,0,Clean
shared_tap,Rural,Kilimani,Rural,396,17,NULL
shared_tap,Dahabu,Amanzi,Urban,2750,222,NULL
shared_tap,Rural,Sokoto,Rural,3554,240,NULL
shared_tap,Rural,Akatsi,Rural,1446,22,NULL
shared_tap,Rural,Sokoto,Rural,3890,30,NULL
river,Rural,Kilimani,Rural,994,29,NULL
tap_in_home_broken,Rural,Akatsi,Rural,944,0,NULL
well,Rural,Akatsi,Rural,226,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,216,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,280,0,Clean
shared_tap,Rural,Hawassa,Rural,1122,104,NULL
well,Kintampo,Akatsi,Urban,238,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,368,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,292,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,2378,27,NULL
tap_in_home_broken,Amina,Amanzi,Urban,446,0,NULL
shared_tap,Abidjan,Amanzi,Urban,3666,30,NULL
well,Bahari,Sokoto,Urban,298,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,2454,27,NULL
shared_tap,Zuri,Kilimani,Urban,2156,179,NULL
tap_in_home_broken,Rural,Akatsi,Rural,894,0,NULL
shared_tap,Bahari,Sokoto,Urban,3814,240,NULL
well,Rural,Kilimani,Rural,336,0,"Contaminated: Chemical"
tap_in_home,Ilanga,Sokoto,Urban,598,0,NULL
well,Rural,Hawassa,Rural,398,0,"Contaminated: Biological"
well,Pwani,Amanzi,Urban,350,0,Clean
shared_tap,Rural,Hawassa,Rural,1608,23,NULL
well,Rural,Sokoto,Rural,202,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,202,0,"Contaminated: Biological"
tap_in_home,Mrembo,Kilimani,Urban,324,0,NULL
tap_in_home_broken,Rural,Sokoto,Rural,666,0,NULL
tap_in_home_broken,Pwani,Amanzi,Urban,530,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,324,0,NULL
tap_in_home,Rural,Sokoto,Rural,988,0,NULL
river,Ilanga,Sokoto,Urban,596,6,NULL
tap_in_home,Rural,Kilimani,Rural,668,0,NULL
well,Rural,Akatsi,Rural,302,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,228,0,Clean
tap_in_home_broken,Isiqalo,Kilimani,Urban,978,0,NULL
river,Ilanga,Sokoto,Urban,658,17,NULL
tap_in_home,Bello,Amanzi,Urban,476,0,NULL
tap_in_home_broken,Ilanga,Sokoto,Urban,740,0,NULL
shared_tap,Rural,Kilimani,Rural,1026,20,NULL
well,Rural,Kilimani,Rural,356,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Kilimani,Rural,510,0,NULL
well,Rural,Sokoto,Rural,364,0,Clean
river,Rural,Kilimani,Rural,514,26,NULL
river,Rural,Sokoto,Rural,966,18,NULL
shared_tap,Rural,Akatsi,Rural,1654,23,NULL
tap_in_home,Rural,Akatsi,Rural,760,0,NULL
tap_in_home_broken,Ilanga,Sokoto,Urban,324,0,NULL
tap_in_home,Asmara,Amanzi,Urban,440,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,504,0,NULL
well,Amina,Hawassa,Urban,166,0,Clean
well,Rural,Kilimani,Rural,162,0,"Contaminated: Biological"
tap_in_home_broken,Harare,Akatsi,Urban,842,0,NULL
tap_in_home,Asmara,Amanzi,Urban,616,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,940,0,NULL
well,Lusaka,Akatsi,Urban,196,0,"Contaminated: Chemical"
tap_in_home,Asmara,Amanzi,Urban,818,0,NULL
well,Mrembo,Kilimani,Urban,378,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,304,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,752,5,NULL
shared_tap,Isiqalo,Kilimani,Urban,3844,240,NULL
well,Rural,Amanzi,Rural,302,0,"Contaminated: Biological"
shared_tap,Rural,Sokoto,Rural,2152,179,NULL
shared_tap,Rural,Sokoto,Rural,546,62,NULL
river,Rural,Sokoto,Rural,564,27,NULL
well,Rural,Kilimani,Rural,336,0,"Contaminated: Biological"
tap_in_home_broken,Harare,Akatsi,Urban,738,0,NULL
shared_tap,Rural,Kilimani,Rural,3212,240,NULL
well,Serowe,Hawassa,Urban,194,0,Clean
well,Rural,Akatsi,Rural,166,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,500,25,NULL
well,Mrembo,Kilimani,Urban,264,0,Clean
well,Rural,Sokoto,Rural,166,0,"Contaminated: Chemical"
well,Yaounde,Hawassa,Urban,256,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Kilimani,Rural,816,0,NULL
tap_in_home,Isiqalo,Kilimani,Urban,954,0,NULL
tap_in_home_broken,Rural,Akatsi,Rural,880,0,NULL
tap_in_home,Rural,Kilimani,Rural,324,0,NULL
tap_in_home_broken,Kintampo,Akatsi,Urban,870,0,NULL
well,Lusaka,Akatsi,Urban,178,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,958,13,NULL
tap_in_home,Rural,Akatsi,Rural,848,0,NULL
well,Rural,Sokoto,Rural,320,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Hawassa,Rural,988,0,NULL
shared_tap,Rural,Hawassa,Rural,1306,117,NULL
tap_in_home,Isiqalo,Kilimani,Urban,856,0,NULL
well,Rural,Akatsi,Rural,360,0,Clean
well,Rural,Amanzi,Rural,276,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,328,0,NULL
tap_in_home_broken,Amara,Kilimani,Urban,664,0,NULL
tap_in_home,Rural,Amanzi,Rural,390,0,NULL
shared_tap,Rural,Amanzi,Rural,3212,240,NULL
well,Lusaka,Akatsi,Urban,380,0,Clean
river,Rural,Akatsi,Rural,448,16,NULL
well,Rural,Hawassa,Rural,386,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,452,0,NULL
well,Rural,Akatsi,Rural,248,0,Clean
river,Rural,Sokoto,Rural,762,23,NULL
well,Rural,Kilimani,Rural,350,0,"Contaminated: Chemical"
shared_tap,Asmara,Amanzi,Urban,588,18,NULL
shared_tap,Rural,Kilimani,Rural,426,17,NULL
well,Rural,Hawassa,Rural,166,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,262,0,"Contaminated: Chemical"
tap_in_home,Asmara,Amanzi,Urban,900,0,NULL
tap_in_home,Majengo,Sokoto,Urban,404,0,NULL
well,Rural,Akatsi,Rural,208,0,Clean
well,Rural,Akatsi,Rural,240,0,Clean
well,Rural,Akatsi,Rural,232,0,Clean
tap_in_home_broken,Rural,Kilimani,Rural,732,0,NULL
well,Rural,Kilimani,Rural,200,0,"Contaminated: Biological"
well,Amara,Kilimani,Urban,290,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,806,9,NULL
well,Rural,Akatsi,Rural,174,0,"Contaminated: Chemical"
tap_in_home,Rural,Akatsi,Rural,706,0,NULL
well,Bahari,Sokoto,Urban,168,0,"Contaminated: Chemical"
shared_tap,Rural,Amanzi,Rural,2394,27,NULL
tap_in_home,Bahari,Sokoto,Urban,890,0,NULL
well,Kintampo,Akatsi,Urban,308,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,904,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,480,0,NULL
well,Rural,Akatsi,Rural,246,0,"Contaminated: Chemical"
well,Amina,Amanzi,Urban,282,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1844,24,NULL
shared_tap,Zuri,Kilimani,Urban,446,55,NULL
tap_in_home_broken,Rural,Amanzi,Rural,702,0,NULL
tap_in_home,Kintampo,Akatsi,Urban,554,0,NULL
river,Rural,Amanzi,Rural,438,24,NULL
tap_in_home,Rural,Amanzi,Rural,798,0,NULL
tap_in_home,Bahari,Sokoto,Urban,358,0,NULL
shared_tap,Rural,Kilimani,Rural,2884,232,NULL
shared_tap,Rural,Sokoto,Rural,3656,30,NULL
shared_tap,Rural,Sokoto,Rural,696,18,NULL
well,Rural,Kilimani,Rural,222,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,878,19,NULL
well,Serowe,Hawassa,Urban,322,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,762,0,NULL
tap_in_home,Lusaka,Akatsi,Urban,470,0,NULL
well,Rural,Hawassa,Rural,224,0,"Contaminated: Chemical"
tap_in_home,Rural,Amanzi,Rural,570,0,NULL
well,Majengo,Sokoto,Urban,356,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,2068,25,NULL
well,Rural,Hawassa,Rural,226,0,"Contaminated: Chemical"
tap_in_home,Harare,Kilimani,Urban,408,0,NULL
well,Rural,Hawassa,Rural,176,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,716,0,NULL
shared_tap,Rural,Akatsi,Rural,2284,26,NULL
tap_in_home_broken,Rural,Sokoto,Rural,600,0,NULL
well,Rural,Kilimani,Rural,172,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,234,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,532,13,NULL
tap_in_home_broken,Rural,Amanzi,Rural,818,0,NULL
tap_in_home,Marang,Sokoto,Urban,484,0,NULL
well,Mrembo,Kilimani,Urban,160,0,Clean
tap_in_home,Mrembo,Kilimani,Urban,862,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,350,0,NULL
well,Rural,Sokoto,Rural,160,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,646,0,NULL
well,Rural,Kilimani,Rural,330,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,666,0,NULL
well,Majengo,Sokoto,Urban,390,0,"Contaminated: Chemical"
shared_tap,Zuri,Kilimani,Urban,792,80,NULL
shared_tap,Rural,Kilimani,Rural,3296,240,NULL
tap_in_home_broken,Rural,Amanzi,Rural,532,0,NULL
shared_tap,Rural,Akatsi,Rural,2134,26,NULL
tap_in_home,Rural,Hawassa,Rural,876,0,NULL
tap_in_home_broken,Rural,Akatsi,Rural,686,0,NULL
tap_in_home,Harare,Kilimani,Urban,958,0,NULL
well,Rural,Akatsi,Rural,190,0,"Contaminated: Biological"
well,Djenne,Hawassa,Urban,328,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,746,9,NULL
well,Mrembo,Kilimani,Urban,166,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,2920,234,NULL
well,Rural,Kilimani,Rural,336,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,188,0,"Contaminated: Biological"
tap_in_home,Rural,Sokoto,Rural,758,0,NULL
well,Rural,Akatsi,Rural,244,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,186,0,"Contaminated: Chemical"
tap_in_home_broken,Amina,Amanzi,Urban,306,0,NULL
well,Rural,Akatsi,Rural,226,0,"Contaminated: Chemical"
tap_in_home,Amina,Hawassa,Urban,900,0,NULL
shared_tap,Rural,Sokoto,Rural,3906,30,NULL
well,Marang,Sokoto,Urban,182,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1416,125,NULL
tap_in_home_broken,Amina,Amanzi,Urban,748,0,NULL
tap_in_home_broken,Amina,Amanzi,Urban,714,0,NULL
tap_in_home_broken,Amina,Amanzi,Urban,834,0,NULL
tap_in_home,Rural,Hawassa,Rural,416,0,NULL
well,Rural,Akatsi,Rural,320,0,Clean
well,Kintampo,Akatsi,Urban,300,0,"Contaminated: Biological"
well,Kintampo,Akatsi,Urban,356,0,Clean
shared_tap,Rural,Kilimani,Rural,2172,180,NULL
well,Rural,Sokoto,Rural,302,0,"Contaminated: Biological"
shared_tap,Dahabu,Amanzi,Urban,3472,240,NULL
tap_in_home_broken,Rural,Amanzi,Rural,776,0,NULL
well,Rural,Hawassa,Rural,174,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,348,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,306,0,"Contaminated: Chemical"
shared_tap,Asmara,Amanzi,Urban,2610,28,NULL
well,Rural,Kilimani,Rural,190,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,356,0,"Contaminated: Chemical"
well,Harare,Akatsi,Urban,240,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Hawassa,Rural,458,0,NULL
shared_tap,Rural,Akatsi,Rural,1182,108,NULL
tap_in_home,Zanzibar,Hawassa,Urban,326,0,NULL
river,Rural,Kilimani,Rural,676,22,NULL
river,Dahabu,Amanzi,Urban,746,6,NULL
well,Majengo,Sokoto,Urban,374,0,Clean
tap_in_home,Bahari,Sokoto,Urban,564,0,NULL
well,Rural,Hawassa,Rural,238,0,"Contaminated: Chemical"
tap_in_home_broken,Amina,Amanzi,Urban,320,0,NULL
shared_tap,Rural,Kilimani,Rural,3668,30,NULL
well,Rural,Kilimani,Rural,378,0,"Contaminated: Biological"
well,Dahabu,Amanzi,Urban,302,0,Clean
well,Rural,Kilimani,Rural,326,0,"Contaminated: Chemical"
tap_in_home,Asmara,Amanzi,Urban,520,0,NULL
river,Rural,Sokoto,Rural,768,8,NULL
well,Lusaka,Akatsi,Urban,306,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,402,17,NULL
river,Rural,Sokoto,Rural,410,20,NULL
well,Rural,Akatsi,Rural,290,0,"Contaminated: Chemical"
river,Ilanga,Sokoto,Urban,610,23,NULL
shared_tap,Rural,Sokoto,Rural,2252,26,NULL
well,Kintampo,Akatsi,Urban,332,0,"Contaminated: Chemical"
tap_in_home,Rural,Amanzi,Rural,916,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,460,0,NULL
shared_tap,Rural,Akatsi,Rural,3214,30,NULL
shared_tap,Majengo,Sokoto,Urban,2030,170,NULL
well,Rural,Hawassa,Rural,294,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,320,0,Clean
tap_in_home,Ilanga,Sokoto,Urban,720,0,NULL
tap_in_home_broken,Kofi,Sokoto,Urban,684,0,NULL
well,Rural,Hawassa,Rural,190,0,Clean
tap_in_home,Pwani,Amanzi,Urban,908,0,NULL
well,Rural,Kilimani,Rural,304,0,"Contaminated: Chemical"
river,Rural,Akatsi,Rural,796,15,NULL
tap_in_home_broken,Rural,Amanzi,Rural,526,0,NULL
tap_in_home_broken,Ilanga,Sokoto,Urban,450,0,NULL
well,Rural,Akatsi,Rural,342,0,"Contaminated: Chemical"
tap_in_home_broken,Harare,Akatsi,Urban,584,0,NULL
well,Rural,Hawassa,Rural,294,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,700,5,NULL
well,Rural,Amanzi,Rural,284,0,"Contaminated: Biological"
well,Majengo,Sokoto,Urban,364,0,Clean
well,Harare,Kilimani,Urban,356,0,"Contaminated: Chemical"
well,Zanzibar,Hawassa,Urban,378,0,Clean
well,Rural,Akatsi,Rural,296,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,362,0,NULL
tap_in_home,Rural,Sokoto,Rural,344,0,NULL
river,Ilanga,Sokoto,Urban,990,8,NULL
well,Mrembo,Kilimani,Urban,226,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,222,0,Clean
well,Ilanga,Sokoto,Urban,206,0,Clean
well,Rural,Hawassa,Rural,326,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,932,0,NULL
well,Rural,Hawassa,Rural,372,0,Clean
tap_in_home,Deka,Hawassa,Urban,470,0,NULL
tap_in_home,Abidjan,Amanzi,Urban,740,0,NULL
tap_in_home,Pwani,Amanzi,Urban,874,0,NULL
well,Rural,Hawassa,Rural,350,0,"Contaminated: Biological"
well,Harare,Kilimani,Urban,338,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,386,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,334,0,NULL
well,Mrembo,Kilimani,Urban,300,0,"Contaminated: Biological"
well,Kofi,Sokoto,Urban,330,0,Clean
shared_tap,Dahabu,Amanzi,Urban,3830,30,NULL
tap_in_home_broken,Rural,Amanzi,Rural,840,0,NULL
river,Rural,Kilimani,Rural,618,21,NULL
well,Rural,Sokoto,Rural,266,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1108,20,NULL
river,Zuri,Kilimani,Urban,512,16,NULL
well,Rural,Hawassa,Rural,312,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,390,0,Clean
river,Rural,Sokoto,Rural,816,28,NULL
well,Rural,Hawassa,Rural,166,0,"Contaminated: Biological"
river,Majengo,Sokoto,Urban,566,15,NULL
tap_in_home_broken,Rural,Sokoto,Rural,606,0,NULL
well,Isiqalo,Kilimani,Urban,346,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,168,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Hawassa,Rural,928,0,NULL
well,Amara,Kilimani,Urban,208,0,"Contaminated: Biological"
tap_in_home_broken,Deka,Hawassa,Urban,592,0,NULL
well,Rural,Hawassa,Rural,164,0,"Contaminated: Biological"
well,Yaounde,Hawassa,Urban,380,0,"Contaminated: Chemical"
river,Rural,Akatsi,Rural,972,11,NULL
shared_tap,Rural,Akatsi,Rural,2488,27,NULL
shared_tap,Rural,Hawassa,Rural,2540,28,NULL
river,Bahari,Sokoto,Urban,468,20,NULL
well,Rural,Sokoto,Rural,204,0,"Contaminated: Biological"
tap_in_home_broken,Bahari,Sokoto,Urban,692,0,NULL
shared_tap,Rural,Hawassa,Rural,1272,21,NULL
well,Zuri,Kilimani,Urban,174,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,632,0,NULL
river,Kofi,Sokoto,Urban,702,16,NULL
tap_in_home_broken,Rural,Kilimani,Rural,390,0,NULL
well,Rural,Akatsi,Rural,320,0,Clean
river,Rural,Sokoto,Rural,890,23,NULL
river,Rural,Sokoto,Rural,512,5,NULL
tap_in_home_broken,Rural,Sokoto,Rural,780,0,NULL
well,Mrembo,Kilimani,Urban,234,0,Clean
shared_tap,Rural,Kilimani,Rural,3608,240,NULL
tap_in_home,Lusaka,Akatsi,Urban,636,0,NULL
well,Rural,Akatsi,Rural,312,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,628,0,NULL
tap_in_home,Rural,Kilimani,Rural,894,0,NULL
tap_in_home_broken,Rural,Hawassa,Rural,820,0,NULL
shared_tap,Rural,Hawassa,Rural,2746,29,NULL
well,Rural,Akatsi,Rural,338,0,"Contaminated: Chemical"
well,Deka,Hawassa,Urban,178,0,Clean
well,Rural,Akatsi,Rural,320,0,Clean
well,Rural,Sokoto,Rural,308,0,"Contaminated: Biological"
well,Djenne,Hawassa,Urban,208,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,282,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,298,0,"Contaminated: Biological"
tap_in_home,Amara,Kilimani,Urban,556,0,NULL
well,Rural,Amanzi,Rural,174,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,472,0,NULL
well,Rural,Akatsi,Rural,294,0,"Contaminated: Chemical"
well,Deka,Hawassa,Urban,164,0,Clean
well,Rural,Hawassa,Rural,314,0,"Contaminated: Chemical"
tap_in_home,Majengo,Sokoto,Urban,676,0,NULL
well,Rural,Kilimani,Rural,226,0,"Contaminated: Chemical"
tap_in_home_broken,Isiqalo,Kilimani,Urban,400,0,NULL
well,Mrembo,Kilimani,Urban,322,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,1518,22,NULL
well,Harare,Akatsi,Urban,184,0,"Contaminated: Chemical"
well,Deka,Hawassa,Urban,198,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,206,0,"Contaminated: Biological"
well,Amara,Kilimani,Urban,296,0,Clean
well,Rural,Hawassa,Rural,202,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,322,0,NULL
tap_in_home_broken,Harare,Kilimani,Urban,490,0,NULL
well,Kintampo,Akatsi,Urban,266,0,Clean
well,Rural,Sokoto,Rural,188,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,2740,29,NULL
well,Rural,Akatsi,Rural,348,0,Clean
tap_in_home_broken,Rural,Amanzi,Rural,366,0,NULL
well,Amara,Kilimani,Urban,336,0,"Contaminated: Chemical"
well,Rural,Amanzi,Rural,274,0,Clean
tap_in_home,Rural,Amanzi,Rural,708,0,NULL
well,Rural,Akatsi,Rural,176,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,348,0,"Contaminated: Chemical"
tap_in_home,Rural,Akatsi,Rural,300,0,NULL
well,Rural,Kilimani,Rural,262,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,724,0,NULL
well,Rural,Hawassa,Rural,268,0,"Contaminated: Chemical"
river,Rural,Kilimani,Rural,866,16,NULL
river,Rural,Sokoto,Rural,412,9,NULL
well,Rural,Akatsi,Rural,300,0,"Contaminated: Chemical"
well,Amina,Hawassa,Urban,392,0,"Contaminated: Chemical"
tap_in_home_broken,Lusaka,Akatsi,Urban,354,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,328,0,NULL
well,Zanzibar,Hawassa,Urban,184,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,518,60,NULL
tap_in_home,Rural,Amanzi,Rural,784,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,696,0,NULL
well,Rural,Akatsi,Rural,308,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,968,29,NULL
shared_tap,Rural,Hawassa,Rural,1982,166,NULL
well,Kintampo,Akatsi,Urban,320,0,"Contaminated: Biological"
well,Ilanga,Sokoto,Urban,174,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Akatsi,Rural,466,0,NULL
tap_in_home,Cheche,Sokoto,Urban,464,0,NULL
river,Isiqalo,Kilimani,Urban,906,5,NULL
well,Rural,Kilimani,Rural,176,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Amanzi,Rural,792,0,NULL
well,Rural,Hawassa,Rural,242,0,"Contaminated: Biological"
well,Lusaka,Akatsi,Urban,356,0,Clean
tap_in_home_broken,Amara,Kilimani,Urban,666,0,NULL
well,Kintampo,Akatsi,Urban,364,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,542,0,NULL
well,Rural,Sokoto,Rural,228,0,"Contaminated: Biological"
well,Kintampo,Akatsi,Urban,268,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Hawassa,Rural,940,0,NULL
tap_in_home,Pwani,Amanzi,Urban,726,0,NULL
tap_in_home_broken,Rural,Hawassa,Rural,586,0,NULL
tap_in_home_broken,Bello,Amanzi,Urban,758,0,NULL
well,Marang,Sokoto,Urban,296,0,"Contaminated: Chemical"
well,Harare,Akatsi,Urban,326,0,Clean
tap_in_home,Isiqalo,Kilimani,Urban,964,0,NULL
tap_in_home,Serowe,Hawassa,Urban,378,0,NULL
tap_in_home_broken,Marang,Sokoto,Urban,436,0,NULL
tap_in_home,Rural,Amanzi,Rural,400,0,NULL
shared_tap,Rural,Hawassa,Rural,2754,29,NULL
well,Rural,Hawassa,Rural,318,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,2356,27,NULL
shared_tap,Rural,Akatsi,Rural,3442,240,NULL
tap_in_home,Rural,Hawassa,Rural,598,0,NULL
well,Rural,Sokoto,Rural,232,0,"Contaminated: Biological"
shared_tap,Rural,Hawassa,Rural,3640,30,NULL
tap_in_home,Dahabu,Amanzi,Urban,658,0,NULL
tap_in_home,Rural,Amanzi,Rural,736,0,NULL
well,Rural,Akatsi,Rural,334,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,348,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,920,0,NULL
shared_tap,Rural,Amanzi,Rural,574,17,NULL
tap_in_home_broken,Zuri,Kilimani,Urban,384,0,NULL
river,Rural,Sokoto,Rural,454,23,NULL
well,Ilanga,Sokoto,Urban,210,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,230,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,776,23,NULL
tap_in_home_broken,Bello,Amanzi,Urban,786,0,NULL
well,Abidjan,Amanzi,Urban,368,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,664,0,NULL
well,Rural,Akatsi,Rural,162,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,278,0,"Contaminated: Biological"
shared_tap,Rural,Sokoto,Rural,688,18,NULL
well,Rural,Akatsi,Rural,292,0,Clean
river,Rural,Kilimani,Rural,580,8,NULL
well,Amara,Kilimani,Urban,304,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,804,0,NULL
well,Rural,Kilimani,Rural,200,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Hawassa,Rural,492,0,NULL
tap_in_home_broken,Harare,Akatsi,Urban,862,0,NULL
well,Harare,Kilimani,Urban,312,0,"Contaminated: Chemical"
river,Bahari,Sokoto,Urban,602,23,NULL
well,Kofi,Sokoto,Urban,354,0,Clean
tap_in_home,Asmara,Amanzi,Urban,306,0,NULL
tap_in_home,Cheche,Sokoto,Urban,628,0,NULL
well,Rural,Akatsi,Rural,200,0,Clean
tap_in_home,Amara,Kilimani,Urban,384,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,812,0,NULL
well,Rural,Kilimani,Rural,200,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,720,0,NULL
well,Isiqalo,Kilimani,Urban,328,0,Clean
tap_in_home,Rural,Amanzi,Rural,646,0,NULL
well,Harare,Kilimani,Urban,294,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,262,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,224,0,"Contaminated: Chemical"
