address,town_name,province_name,source_id,type_of_water_source,results,Improvement
"146 Antananarivo Road",Rural,Akatsi,AkRu04574224,shared_tap,NULL,NULL
"122 Kipepeo Johnson Street",Rural,Kilimani,KiRu28187224,well,"Contaminated: Biological","Install UV and RO filter"
"69 Victoria Street",Rural,Akatsi,AkRu04168224,well,"Contaminated: Chemical","Install RO filter"
"52 Twiga Lane",Rural,Hawassa,HaRu17048224,well,"Contaminated: Biological","Install UV and RO filter"
"79 Samora Machel Road",Harare,Kilimani,KiHa23368224,well,"Contaminated: Biological","Install UV and RO filter"
"31 Amadou & Mariam Avenue",Rural,Sokoto,SoRu39400224,well,"Contaminated: Chemical","Install RO filter"
"117 Bahari Ya Upendo Road",Amara,Kilimani,KiAm22627224,well,"Contaminated: Biological","Install UV and RO filter"
"186 Lumumba Lane",Amina,Amanzi,AmAm09581224,tap_in_home_broken,NULL,NULL
"148 Nelson Mandela Street",Rural,Sokoto,SoRu37069224,tap_in_home_broken,NULL,NULL
"103 Giza Street",Rural,Akatsi,AkRu04772224,shared_tap,NULL,NULL
"45 Angelique Street",Rural,Sokoto,SoRu39512224,tap_in_home_broken,NULL,NULL
"36 Sahara Terrace",Rural,Akatsi,AkRu02954224,well,"Contaminated: Biological","Install UV and RO filter"
"86 Mbeki Street",Rural,Akatsi,AkRu05897224,well,"Contaminated: Biological","Install UV and RO filter"
"22 Accra Avenue",Amina,Amanzi,AmAm09438224,river,NULL,"Drill well"
"128 Paka Dangote Street",Rural,Sokoto,SoRu37964224,river,NULL,"Drill well"
"24 Praia Avenue",Rural,Kilimani,KiRu26585224,tap_in_home_broken,NULL,NULL
"91 Monrovia Street",Rural,Sokoto,SoRu35622224,tap_in_home_broken,NULL,NULL
"184 Garang Street",Amina,Hawassa,HaAm16061224,tap_in_home_broken,NULL,NULL
"161 Mbuzi Mbeki Street",Bello,Amanzi,AmBe11218224,tap_in_home_broken,NULL,NULL
"4 Durban Road",Djenne,Hawassa,HaDj16719224,well,"Contaminated: Chemical","Install RO filter"
"38 Umqombothi Avenue",Serowe,Hawassa,HaSe21196224,tap_in_home_broken,NULL,NULL
"4 Duma Leakey Road",Rural,Kilimani,KiRu28023224,shared_tap,NULL,NULL
"140 Simba Tutu Street",Rural,Akatsi,AkRu07225224,shared_tap,NULL,NULL
"59 Nguvu Tutu Street",Amara,Kilimani,KiAm22281224,well,"Contaminated: Biological","Install UV and RO filter"
"12 Zanzibar Crossing",Amara,Kilimani,KiAm21928224,well,"Contaminated: Biological","Install UV and RO filter"
"43 Nkrumah Road",Rural,Sokoto,SoRu36408224,shared_tap,NULL,NULL
"109 Mto Wa Uzima Street",Rural,Sokoto,SoRu38155224,tap_in_home_broken,NULL,NULL
"75 Kinshasa Road",Abidjan,Amanzi,AmAb09093224,tap_in_home_broken,NULL,NULL
"49 Harare Drive",Rural,Kilimani,KiRu26416224,river,NULL,"Drill well"
"39 Chui Wangari Drive",Rural,Sokoto,SoRu37321224,well,"Contaminated: Chemical","Install RO filter"
"196 Rhodes Street",Rural,Hawassa,HaRu17430224,shared_tap,NULL,NULL
"50 Soweto Blues Boulevard",Rural,Kilimani,KiRu29856224,tap_in_home_broken,NULL,NULL
"59 Okapi Road",Yaounde,Hawassa,HaYa21450224,well,"Contaminated: Chemical","Install RO filter"
"33 Ndovu Avenue",Rural,Sokoto,SoRu34864224,well,"Contaminated: Chemical","Install RO filter"
"83 Nadi Kijani Lane",Asmara,Amanzi,AmAs10514224,tap_in_home_broken,NULL,NULL
"106 Asmara Street",Rural,Akatsi,AkRu04260224,tap_in_home_broken,NULL,NULL
"15 Freedom Road",Rural,Akatsi,AkRu08319224,well,"Contaminated: Chemical","Install RO filter"
"129 Nyoka Achebe Street",Dahabu,Amanzi,AmDa11843224,shared_tap,NULL,NULL
"131 Cape Coast Road",Isiqalo,Kilimani,KiIs23710224,well,"Contaminated: Biological","Install UV and RO filter"
"93 Giza Street",Rural,Akatsi,AkRu04889224,shared_tap,NULL,NULL
"39 Maji Matulivu Avenue",Lusaka,Akatsi,AkLu02394224,well,"Contaminated: Biological","Install UV and RO filter"
"7 Stanley Avenue",Bahari,Sokoto,SoBa31481224,river,NULL,"Drill well"
"166 Seychelles Street",Rural,Sokoto,SoRu36007224,well,"Contaminated: Biological","Install UV and RO filter"
"49 Nyoka Achebe Street",Dahabu,Amanzi,AmDa11986224,well,"Contaminated: Chemical","Install RO filter"
"60 Amanpour Avenue",Rural,Kilimani,KiRu27562224,shared_tap,NULL,NULL
"32 Maji Mema Street",Rural,Akatsi,AkRu07926224,shared_tap,NULL,NULL
"37 Nguvu Tutu Street",Amara,Kilimani,KiAm22233224,well,"Contaminated: Chemical","Install RO filter"
"10 Isicathamiya Avenue",Rural,Sokoto,SoRu39363224,shared_tap,NULL,NULL
"164 Jangwa La Fisi Street",Asmara,Amanzi,AmAs10780224,tap_in_home_broken,NULL,NULL
"11 Harare Drive",Rural,Kilimani,KiRu26439224,well,"Contaminated: Chemical","Install RO filter"
"5 Chura Mandela Avenue",Kofi,Sokoto,SoKo33321224,well,"Contaminated: Chemical","Install RO filter"
"174 Mwanza Street",Rural,Kilimani,KiRu25305224,river,NULL,"Drill well"
"87 Banjul Street",Zuri,Kilimani,KiZu30879224,shared_tap,NULL,NULL
"169 Rhodes Street",Rural,Hawassa,HaRu17464224,well,"Contaminated: Biological","Install UV and RO filter"
"10 Kuku Kenyatta Road",Rural,Sokoto,SoRu37858224,well,"Contaminated: Biological","Install UV and RO filter"
"26 Punda Kagame Street",Rural,Akatsi,AkRu06369224,well,"Contaminated: Biological","Install UV and RO filter"
"47 Nairobi Drive",Djenne,Hawassa,HaDj16820224,well,"Contaminated: Chemical","Install RO filter"
"112 Mbuzi Mbeki Street",Bello,Amanzi,AmBe11234224,well,"Contaminated: Biological","Install UV and RO filter"
"152 Yvonne Chaka Street",Harare,Akatsi,AkHa00550224,tap_in_home_broken,NULL,NULL
"23 Acacia Lane",Rural,Kilimani,KiRu25798224,well,"Contaminated: Biological","Install UV and RO filter"
"18 Kifaru Lumumba Road",Amina,Hawassa,HaAm16156224,well,"Contaminated: Chemical","Install RO filter"
"90 Constantine Road",Rural,Hawassa,HaRu17642224,well,"Contaminated: Biological","Install UV and RO filter"
"99 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19184224,tap_in_home_broken,NULL,NULL
"129 Garang Street",Amina,Hawassa,HaAm16080224,well,"Contaminated: Biological","Install UV and RO filter"
"29 Victoria Street",Rural,Akatsi,AkRu04196224,well,"Contaminated: Biological","Install UV and RO filter"
"37 Casablanca Street",Rural,Amanzi,AmRu13539224,well,"Contaminated: Chemical","Install RO filter"
"86 Ziwa La Kioo Road",Rural,Kilimani,KiRu28872224,well,"Contaminated: Chemical","Install RO filter"
"26 Burna Boy Street",Rural,Kilimani,KiRu30169224,well,"Contaminated: Biological","Install UV and RO filter"
"39 Scatterlings Avenue",Rural,Amanzi,AmRu15648224,well,"Contaminated: Chemical","Install RO filter"
"104 Kwame Nkrumah Street",Bahari,Sokoto,SoBa31597224,river,NULL,"Drill well"
"15 Hurghada Street",Rural,Amanzi,AmRu13276224,tap_in_home_broken,NULL,NULL
"12 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38590224,well,"Contaminated: Biological","Install UV and RO filter"
"46 Osibisa Drive",Dahabu,Amanzi,AmDa12160224,shared_tap,NULL,NULL
"38 Mawimbi Makuu Drive",Rural,Hawassa,HaRu20196224,well,"Contaminated: Chemical","Install RO filter"
"67 Alexandria Avenue",Rural,Kilimani,KiRu26460224,well,"Contaminated: Biological","Install UV and RO filter"
"174 Wole Soyinka Street",Rural,Akatsi,AkRu05432224,shared_tap,NULL,NULL
"97 Wole Soyinka Street",Rural,Akatsi,AkRu05514224,well,"Contaminated: Chemical","Install RO filter"
"144 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36913224,well,"Contaminated: Biological","Install UV and RO filter"
"174 Lubumbashi Lane",Rural,Hawassa,HaRu17872224,well,"Contaminated: Chemical","Install RO filter"
"139 Nguvu Tutu Street",Amara,Kilimani,KiAm22302224,well,"Contaminated: Chemical","Install RO filter"
"146 Okocha Street",Mrembo,Kilimani,KiMr24411224,tap_in_home_broken,NULL,NULL
"5 Jomo Kenyatta Boulevard",Rural,Amanzi,AmRu14463224,tap_in_home_broken,NULL,NULL
"109 Savanna Street",Rural,Akatsi,AkRu03223224,tap_in_home_broken,NULL,NULL
"70 Koinange Street",Rural,Akatsi,AkRu03627224,shared_tap,NULL,NULL
"185 Tripoli Street",Harare,Kilimani,KiHa22747224,well,"Contaminated: Chemical","Install RO filter"
"29 Jerusalema Lane",Rural,Amanzi,AmRu15565224,shared_tap,NULL,NULL
"157 Burna Boy Street",Rural,Kilimani,KiRu30041224,river,NULL,"Drill well"
"68 Lubumbashi Lane",Rural,Hawassa,HaRu17955224,tap_in_home_broken,NULL,NULL
"99 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07403224,well,"Contaminated: Chemical","Install RO filter"
"150 Njia Ya Maji Road",Rural,Kilimani,KiRu29029224,tap_in_home_broken,NULL,NULL
"101 Yaounde Street",Zuri,Kilimani,KiZu31054224,shared_tap,NULL,NULL
"14 Sungura Amanpour Road",Rural,Kilimani,KiRu28477224,tap_in_home_broken,NULL,NULL
"71 Lusaka Road",Cheche,Sokoto,SoCh32088224,river,NULL,"Drill well"
"91 Twiga Lane",Rural,Hawassa,HaRu17132224,shared_tap,NULL,NULL
"103 Casablanca Road",Rural,Sokoto,SoRu36260224,shared_tap,NULL,NULL
"148 Ziwa La Kioo Road",Rural,Kilimani,KiRu28918224,well,"Contaminated: Biological","Install UV and RO filter"
"128 Sahara Street",Rural,Kilimani,KiRu30437224,well,"Contaminated: Chemical","Install RO filter"
"56 Bloemfontein Boulevard",Rural,Kilimani,KiRu27328224,tap_in_home_broken,NULL,NULL
"169 Chura Usman Street",Bahari,Sokoto,SoBa31791224,tap_in_home_broken,NULL,NULL
"10 Sfax Street",Ilanga,Sokoto,SoIl32469224,river,NULL,"Drill well"
"86 Cape Verde Street",Ilanga,Sokoto,SoIl32855224,well,"Contaminated: Chemical","Install RO filter"
"65 Nkrumah Road",Rural,Sokoto,SoRu36398224,well,"Contaminated: Chemical","Install RO filter"
"141 Seychelles Street",Rural,Sokoto,SoRu35969224,well,"Contaminated: Chemical","Install RO filter"
"13 Tangier Terrace",Rural,Hawassa,HaRu17262224,well,"Contaminated: Chemical","Install RO filter"
"76 Duma Leakey Road",Rural,Kilimani,KiRu28025224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Sahara Terrace",Rural,Akatsi,AkRu02937224,well,"Contaminated: Chemical","Install RO filter"
"134 Rhodes Street",Rural,Hawassa,HaRu17463224,well,"Contaminated: Biological","Install UV and RO filter"
"52 N'dour Avenue",Abidjan,Amanzi,AmAb09285224,river,NULL,"Drill well"
"112 Antananarivo Road",Rural,Akatsi,AkRu04576224,well,"Contaminated: Chemical","Install RO filter"
"57 Lubumbashi Lane",Rural,Hawassa,HaRu18039224,well,"Contaminated: Biological","Install UV and RO filter"
"30 Yvonne Chaka Road",Deka,Hawassa,HaDe16537224,tap_in_home_broken,NULL,NULL
"67 Ziwa La Kutazama Avenue",Amina,Hawassa,HaAm16256224,tap_in_home_broken,NULL,NULL
"48 Durban Road",Djenne,Hawassa,HaDj16735224,well,"Contaminated: Biological","Install UV and RO filter"
"24 Kitale Drive",Rural,Kilimani,KiRu25636224,tap_in_home_broken,NULL,NULL
"27 Cape Town Avenue",Rural,Sokoto,SoRu38830224,tap_in_home_broken,NULL,NULL
"58 Amani Loop",Rural,Sokoto,SoRu34790224,river,NULL,"Drill well"
"37 Kiboko Senghor Road",Isiqalo,Kilimani,KiIs24221224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Mwanza Street",Rural,Kilimani,KiRu25386224,well,"Contaminated: Chemical","Install RO filter"
"190 Kimathi Street",Rural,Kilimani,KiRu26359224,well,"Contaminated: Biological","Install UV and RO filter"
"116 Lubumbashi Lane",Rural,Hawassa,HaRu18053224,well,"Contaminated: Biological","Install UV and RO filter"
"67 Mto Maridadi Avenue",Rural,Amanzi,AmRu15062224,well,"Contaminated: Biological","Install UV and RO filter"
"1 Bahari Nzuri Street",Rural,Kilimani,KiRu28788224,well,"Contaminated: Chemical","Install RO filter"
"1 Yvonne Chaka Road",Deka,Hawassa,HaDe16605224,well,"Contaminated: Biological","Install UV and RO filter"
"29 Harare Avenue",Rural,Hawassa,HaRu18419224,well,"Contaminated: Chemical","Install RO filter"
"28 Afrobeats Street",Mrembo,Kilimani,KiMr25227224,shared_tap,NULL,NULL
"143 Johnny Street",Rural,Hawassa,HaRu20350224,well,"Contaminated: Biological","Install UV and RO filter"
"51 Bamako Road",Cheche,Sokoto,SoCh32004224,well,"Contaminated: Biological","Install UV and RO filter"
"154 Savanna Street",Rural,Akatsi,AkRu03390224,well,"Contaminated: Chemical","Install RO filter"
"67 Kob Maathai Road",Mrembo,Kilimani,KiMr24735224,well,"Contaminated: Chemical","Install RO filter"
"70 Casablanca Street",Rural,Amanzi,AmRu13599224,tap_in_home_broken,NULL,NULL
"67 Ndovu Avenue",Rural,Sokoto,SoRu34852224,well,"Contaminated: Chemical","Install RO filter"
"47 Chura Mandela Avenue",Kofi,Sokoto,SoKo33296224,shared_tap,NULL,NULL
"12 Kinshasa Road",Rural,Kilimani,KiRu30360224,tap_in_home_broken,NULL,NULL
"172 Johannesburg Street",Dahabu,Amanzi,AmDa11484224,shared_tap,NULL,NULL
"108 Lubumbashi Lane",Rural,Hawassa,HaRu17878224,river,NULL,"Drill well"
"77 Pwani Mchangani Road",Ilanga,Sokoto,SoIl32569224,well,"Contaminated: Chemical","Install RO filter"
"81 Okonjo-Iweala Street",Lusaka,Akatsi,AkLu02325224,tap_in_home_broken,NULL,NULL
"72 African Skies Street",Rural,Akatsi,AkRu08518224,well,"Contaminated: Chemical","Install RO filter"
"148 Durban Road",Djenne,Hawassa,HaDj16702224,well,"Contaminated: Biological","Install UV and RO filter"
"39 Johnny Street",Rural,Hawassa,HaRu20400224,well,"Contaminated: Chemical","Install RO filter"
"136 Jengo Street",Pwani,Amanzi,AmPw12422224,tap_in_home_broken,NULL,NULL
"4 Tembo Road",Asmara,Amanzi,AmAs10013224,river,NULL,"Drill well"
"19 Antananarivo Road",Rural,Akatsi,AkRu04481224,well,"Contaminated: Chemical","Install RO filter"
"122 Yvonne Chaka Street",Harare,Akatsi,AkHa00620224,tap_in_home_broken,NULL,NULL
"54 Ziwa La Kioo Road",Rural,Kilimani,KiRu28943224,tap_in_home_broken,NULL,NULL
"136 Paka Dangote Street",Rural,Sokoto,SoRu37988224,river,NULL,"Drill well"
"47 Lumumba Street",Rural,Akatsi,AkRu03705224,river,NULL,"Drill well"
"53 Mto Wa Maji Avenue",Zuri,Kilimani,KiZu31379224,shared_tap,NULL,NULL
"32 Mwewe Kagame Drive",Rural,Sokoto,SoRu37559224,shared_tap,NULL,NULL
"140 Bahari Ya Faraja Road",Rural,Kilimani,KiRu29245224,well,"Contaminated: Biological","Install UV and RO filter"
"114 Popo Kamuzu Street",Rural,Akatsi,AkRu06505224,well,"Contaminated: Chemical","Install RO filter"
"124 Bamako Road",Cheche,Sokoto,SoCh31955224,well,"Contaminated: Biological","Install UV and RO filter"
"141 Afro Jazz Street",Amina,Amanzi,AmAm09935224,shared_tap,NULL,NULL
"67 Mlima Wa Uzuri Avenue",Rural,Sokoto,SoRu38391224,tap_in_home_broken,NULL,NULL
"125 Mnyama Dangote Road",Rural,Hawassa,HaRu19472224,well,"Contaminated: Biological","Install UV and RO filter"
"97 Lubumbashi Lane",Rural,Hawassa,HaRu18000224,well,"Contaminated: Biological","Install UV and RO filter"
"104 Jengo Street",Pwani,Amanzi,AmPw12350224,tap_in_home_broken,NULL,NULL
"131 Afro Jazz Street",Amina,Amanzi,AmAm09896224,tap_in_home_broken,NULL,NULL
"54 Nyota Avenue",Rural,Akatsi,AkRu02677224,shared_tap,NULL,NULL
"141 Lumumba Street",Rural,Akatsi,AkRu03744224,shared_tap,NULL,NULL
"146 Johnny Street",Rural,Hawassa,HaRu20449224,shared_tap,NULL,NULL
"58 Khartoum Avenue",Rural,Amanzi,AmRu13680224,tap_in_home_broken,NULL,NULL
"122 Nile Street",Rural,Sokoto,SoRu35267224,shared_tap,NULL,NULL
"178 Milima Kali Street",Rural,Hawassa,HaRu20030224,well,"Contaminated: Chemical","Install RO filter"
"46 Jomo Kenyatta Avenue",Zanzibar,Hawassa,HaZa21822224,well,"Contaminated: Chemical","Install RO filter"
"58 Johannesburg Street",Dahabu,Amanzi,AmDa11357224,well,"Contaminated: Chemical","Install RO filter"
"124 Yaounde Street",Zuri,Kilimani,KiZu30968224,tap_in_home_broken,NULL,NULL
"148 Mombasa Road",Rural,Sokoto,SoRu35773224,shared_tap,NULL,NULL
"9 Bloemfontein Boulevard",Rural,Kilimani,KiRu27270224,tap_in_home_broken,NULL,NULL
"179 Achebe Street",Bello,Amanzi,AmBe11000224,tap_in_home_broken,NULL,NULL
"51 Kumasi Street",Lusaka,Akatsi,AkLu02097224,well,"Contaminated: Biological","Install UV and RO filter"
"137 Mawimbi Maji Street",Rural,Amanzi,AmRu15286224,tap_in_home_broken,NULL,NULL
"83 Acacia Lane",Rural,Kilimani,KiRu25678224,shared_tap,NULL,NULL
"88 Zambezi Street",Kintampo,Akatsi,AkKi01469224,well,"Contaminated: Chemical","Install RO filter"
"167 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19203224,shared_tap,NULL,NULL
"128 Kinshasa Road",Rural,Kilimani,KiRu30394224,shared_tap,NULL,NULL
"90 Lumumba Lane",Amina,Amanzi,AmAm09626224,well,"Contaminated: Chemical","Install RO filter"
"33 Marrakech Terrace",Rural,Hawassa,HaRu17197224,well,"Contaminated: Biological","Install UV and RO filter"
"55 Simba Road",Rural,Akatsi,AkRu05990224,well,"Contaminated: Chemical","Install RO filter"
"103 Twiga Lane",Rural,Hawassa,HaRu17049224,well,"Contaminated: Biological","Install UV and RO filter"
"3 Marrakech Avenue",Rural,Akatsi,AkRu04581224,well,"Contaminated: Chemical","Install RO filter"
"65 Nyerere Road",Rural,Kilimani,KiRu26183224,river,NULL,"Drill well"
"10 Ndege Tambo Road",Deka,Hawassa,HaDe16464224,well,"Contaminated: Biological","Install UV and RO filter"
"174 Nelson Mandela Street",Rural,Sokoto,SoRu37087224,river,NULL,"Drill well"
"91 Timbuktu Road",Rural,Amanzi,AmRu13936224,tap_in_home_broken,NULL,NULL
"8 Afro Blue Drive",Rural,Kilimani,KiRu30238224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Ndege Tambo Road",Deka,Hawassa,HaDe16446224,tap_in_home_broken,NULL,NULL
"82 Bahari Ya Upendo Road",Amara,Kilimani,KiAm22526224,well,"Contaminated: Biological","Install UV and RO filter"
"75 Sungura Amanpour Road",Rural,Kilimani,KiRu28540224,shared_tap,NULL,NULL
"21 Bamako Road",Cheche,Sokoto,SoCh32043224,well,"Contaminated: Chemical","Install RO filter"
"126 Lumumba Lane",Amina,Amanzi,AmAm09639224,tap_in_home_broken,NULL,NULL
"174 Nyama Choma Street",Rural,Amanzi,AmRu14661224,river,NULL,"Drill well"
"7 N'Djamena Road",Rural,Kilimani,KiRu26737224,shared_tap,NULL,NULL
"57 Algiers Road",Majengo,Sokoto,SoMa33744224,river,NULL,"Drill well"
"11 Lumumba Lane",Amina,Amanzi,AmAm09540224,river,NULL,"Drill well"
"150 Tripoli Street",Harare,Kilimani,KiHa22802224,well,"Contaminated: Chemical","Install RO filter"
"128 Savanna Street",Rural,Akatsi,AkRu03367224,well,"Contaminated: Biological","Install UV and RO filter"
"27 Serengeti Court",Zanzibar,Hawassa,HaZa21641224,well,"Contaminated: Biological","Install UV and RO filter"
"19 Mnyama Dangote Road",Rural,Hawassa,HaRu19466224,well,"Contaminated: Biological","Install UV and RO filter"
"47 Pwani Ya Utulivu Drive",Rural,Kilimani,KiRu29340224,well,"Contaminated: Biological","Install UV and RO filter"
"33 Djibouti Drive",Rural,Hawassa,HaRu18157224,well,"Contaminated: Biological","Install UV and RO filter"
"123 Pwani Mchangani Road",Ilanga,Sokoto,SoIl32581224,river,NULL,"Drill well"
"2 Mto Wa Uzima Street",Rural,Sokoto,SoRu38238224,tap_in_home_broken,NULL,NULL
"10 Maji Mema Street",Rural,Akatsi,AkRu07953224,well,"Contaminated: Chemical","Install RO filter"
"16 Jomo Kenyatta Avenue",Zanzibar,Hawassa,HaZa21864224,well,"Contaminated: Biological","Install UV and RO filter"
"44 Maseru Road",Rural,Kilimani,KiRu27254224,well,"Contaminated: Chemical","Install RO filter"
"4 Ndovu Avenue",Rural,Sokoto,SoRu34884224,well,"Contaminated: Biological","Install UV and RO filter"
"53 Chura Usman Street",Bahari,Sokoto,SoBa31806224,river,NULL,"Drill well"
"150 Lilongwe Street",Lusaka,Akatsi,AkLu01787224,tap_in_home_broken,NULL,NULL
"36 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38619224,well,"Contaminated: Chemical","Install RO filter"
"133 Mnyama Dangote Road",Rural,Hawassa,HaRu19550224,well,"Contaminated: Chemical","Install RO filter"
"197 Nia Lane",Rural,Akatsi,AkRu02873224,shared_tap,NULL,NULL
"78 Seychelles Street",Rural,Sokoto,SoRu35974224,well,"Contaminated: Chemical","Install RO filter"
"15 Nyoka Achebe Street",Dahabu,Amanzi,AmDa11945224,well,"Contaminated: Biological","Install UV and RO filter"
"29 Mwanza Street",Rural,Kilimani,KiRu25330224,well,"Contaminated: Biological","Install UV and RO filter"
"57 Cairo Road",Rural,Amanzi,AmRu13055224,tap_in_home_broken,NULL,NULL
"160 Mlima Wa Hekima Street",Kofi,Sokoto,SoKo33380224,well,"Contaminated: Biological","Install UV and RO filter"
"173 Lubumbashi Lane",Rural,Hawassa,HaRu17891224,shared_tap,NULL,NULL
"52 Nyerere Road",Rural,Kilimani,KiRu26094224,well,"Contaminated: Chemical","Install RO filter"
"64 Amin Road",Rural,Hawassa,HaRu18721224,well,"Contaminated: Chemical","Install RO filter"
"105 Sahara Street",Rural,Kilimani,KiRu30617224,tap_in_home_broken,NULL,NULL
"3 Kalahari Avenue",Rural,Kilimani,KiRu25962224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Sahara Street",Rural,Kilimani,KiRu30575224,river,NULL,"Drill well"
"30 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu37045224,tap_in_home_broken,NULL,NULL
"76 Constantine Road",Rural,Hawassa,HaRu17661224,tap_in_home_broken,NULL,NULL
"15 Tunis Road",Rural,Hawassa,HaRu17846224,well,"Contaminated: Chemical","Install RO filter"
"193 Bahari Nyeupe Street",Rural,Kilimani,KiRu29570224,shared_tap,NULL,NULL
"15 Baobab Court",Rural,Akatsi,AkRu03482224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Dar es Salaam Drive",Harare,Kilimani,KiHa22846224,tap_in_home_broken,NULL,NULL
"69 Kipepeo Johnson Street",Rural,Kilimani,KiRu28200224,shared_tap,NULL,NULL
